Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,quality
104.982285,87.36176,7.1620755,2.9592948,75.23514,890.63605,909.502,124.1363,103.57107,147.00755,948.61865,8.515388,18.97787,2
104.09027,81.87299,6.8610706,3.1546552,74.771416,876.2928,934.08545,116.68445,105.76543,144.11615,923.59216,8.647663,18.53663,2
105.60285,82.92483,7.3013864,4.2603273,75.30519,895.47406,934.1136,126.98669,103.96764,146.8288,960.8538,7.1137443,18.974497,2
105.84645,81.81142,6.9290857,2.9190428,74.832634,919.38635,907.4103,119.726746,102.6295,144.3266,925.2395,8.946288,18.78704,1
104.78125,88.371025,6.843559,2.6140852,74.8398,881.9721,917.678,117.05218,103.849785,145.81448,923.8777,8.391651,18.559986,1
104.09522,82.628914,6.939393,3.2990932,74.72135,916.88446,917.75226,112.963356,104.327965,144.39648,932.0275,8.532769,18.655579,2
104.2849,81.30463,7.546156,2.835532,74.70612,879.28296,940.0255,122.28645,104.19852,144.35695,927.3157,8.909985,18.7295,1
105.199776,83.39194,6.7728887,3.0979202,74.84745,878.6564,910.7824,116.04419,106.789505,145.28883,924.06934,8.472983,18.708351,1
105.293564,84.505646,6.7580256,3.065431,74.90072,876.4056,927.2123,110.073586,106.9669,145.53552,922.3873,8.645364,18.626245,1
105.37322,81.73498,6.9989634,2.8997183,74.97326,880.796,910.83,117.39955,104.40518,146.01385,926.14294,8.777667,18.602306,2
103.924706,82.326866,6.913329,3.9659505,74.746666,919.39136,921.2073,113.20915,103.6587,145.68709,926.35205,8.73617,18.8348,2
104.36799,84.38443,7.0565963,4.4443483,74.65113,895.2696,948.23175,136.15527,105.94312,146.83827,930.36053,8.627781,18.774714,1
104.51113,86.03829,6.8841395,2.9431005,74.94533,876.6526,915.29333,120.10457,103.960625,146.1417,925.51953,8.6502075,18.723915,2
104.374626,82.85747,7.027337,3.7107477,74.7713,880.1724,930.0656,130.75085,103.31409,145.38284,925.0537,8.422747,18.924232,2
104.22649,82.80886,6.864965,3.2335389,74.89425,918.91724,907.3108,121.23071,102.60638,146.25356,925.90045,8.762164,18.954237,2
104.41691,83.944664,6.9124026,3.0307183,75.15659,880.3636,912.97266,119.50372,105.162155,146.26874,923.2877,8.54005,18.68005,2
106.46555,91.51708,8.715594,3.1138241,74.95972,918.85626,899.4849,118.590065,101.23829,144.83836,924.5227,8.693187,18.734398,1
105.12082,81.87066,7.0584955,3.413145,74.61997,919.4087,919.3094,112.013695,103.64144,142.30066,953.5405,8.003285,18.84959,2
106.360916,86.81212,6.8564262,2.8601325,74.946075,881.6055,907.8105,112.331894,106.4666,145.79066,925.7251,8.505238,18.761223,1
104.744865,82.098495,7.452136,3.3962035,74.642715,919.4056,987.7431,106.5163,99.5414,145.6392,926.43225,8.220912,18.865015,2
104.52546,84.67181,7.1494627,3.0165799,74.923965,880.7673,951.34406,126.45299,104.18115,146.67702,926.1271,8.48486,18.79285,2
104.59416,82.14899,7.1251965,2.9597716,74.67997,877.36926,941.7739,118.53938,103.091064,145.0337,943.5033,8.609107,18.72316,2
104.86255,87.041565,7.1691437,3.990527,74.69311,881.0085,966.5332,141.3208,105.29269,145.11142,928.1625,9.12049,18.727041,1
105.03807,89.0201,7.141022,3.2167058,74.72247,885.1367,996.48346,131.3567,102.94148,146.76833,927.39087,8.39179,18.817665,1
104.171776,82.74187,6.9533772,3.1122127,74.86707,884.5704,906.6054,131.79398,104.298874,145.84485,921.9573,8.62097,18.951584,2
103.98072,81.42803,6.8814354,3.8060668,74.78507,902.4635,911.5132,114.4993,106.00589,144.23102,928.44604,8.607804,18.89333,2
104.53971,86.92949,6.895454,3.3888948,74.75063,878.5622,983.05804,130.32321,104.428444,145.66043,924.7945,8.612252,18.749804,1
104.141945,82.69531,7.0133533,3.194082,74.904236,919.32135,906.7731,119.60118,104.15363,145.103,924.4662,8.8617325,18.75217,2
104.61733,85.73751,6.8852134,2.9834445,75.05656,918.70074,905.58435,117.251205,104.55199,146.30434,920.94446,8.820266,18.740723,2
106.29406,84.2812,7.202232,3.0991983,74.80618,919.40674,913.2276,130.26709,101.6507,142.14731,929.3106,8.963926,18.850582,1
103.93912,81.12111,6.7417116,3.8976655,74.720726,900.7936,917.5349,114.03074,106.73542,145.07648,923.62775,8.948043,18.622375,1
104.07359,83.1557,7.1204305,3.3696396,74.64653,902.443,976.64624,115.93687,103.74088,144.75204,926.5122,8.673249,18.731785,1
104.42192,82.0204,6.872482,3.6340113,74.72345,879.0833,902.60693,137.45116,104.50613,144.37587,923.681,8.550916,18.83762,1
104.3145,83.110176,6.9421005,3.7086084,74.73436,873.9698,965.9518,120.26533,105.265976,143.67981,923.46216,8.812849,18.584648,2
106.77878,88.3185,6.9654975,2.686699,74.87453,881.48627,912.07385,114.22035,105.108604,144.92279,925.9983,8.860807,18.829288,2
104.81307,81.511856,7.185258,3.1022563,74.55231,907.9991,914.1037,126.58476,104.23568,141.81972,953.4031,8.396677,18.790182,1
106.20968,81.245926,9.12321,2.6780758,74.7846,885.82324,912.32654,135.99347,103.13532,144.38264,928.0929,9.138806,18.729998,1
103.9974,81.5289,6.9403586,3.8246932,74.73353,903.5979,916.20544,115.08709,107.379105,144.6079,922.8558,9.053125,18.710415,1
107.43627,90.842636,7.088404,3.2525303,74.90899,919.40955,899.84314,137.66379,99.99018,142.05415,923.5049,9.081434,18.92069,1
104.20166,81.984375,6.98981,3.5458982,74.69713,878.62427,926.1481,127.76184,106.509094,143.80276,924.9929,8.705302,18.865112,2
104.99095,87.37819,7.0523133,3.1183221,74.61818,875.4762,995.3016,129.41862,102.455795,145.59369,927.61804,8.769736,18.821476,2
104.153946,84.583275,7.2581806,3.8239448,74.75611,919.40826,967.7186,113.22983,104.07726,145.61067,922.2977,8.701544,18.66212,1
104.72581,87.88264,8.614801,3.0994582,74.87477,919.40094,907.18134,109.2088,100.93617,144.57883,924.79626,8.702553,18.856958,1
104.236015,81.517624,6.850849,3.936208,74.65762,879.9008,912.4318,132.70958,106.014946,144.74022,930.637,8.685365,18.767021,1
103.92822,81.97264,6.98227,3.022921,74.76113,918.7215,909.9037,112.49334,103.41699,144.1883,927.0166,8.646006,18.59195,1
107.02668,80.68555,6.957973,3.1471286,74.828354,882.7948,908.39514,119.643005,103.87703,144.9698,929.7717,8.8958645,18.817009,1
107.60636,86.39736,6.946887,2.4472659,74.9249,883.70483,909.54285,117.993385,104.00917,144.27266,929.94006,9.204908,18.842201,1
103.9693,81.40949,6.9577823,3.216688,74.9345,917.2941,910.0278,118.555855,103.46347,145.63512,925.3126,8.605768,18.625965,2
104.543884,81.30116,6.9244905,3.0421963,74.60301,914.4683,912.8754,119.55418,102.6195,141.95033,949.5983,8.34721,18.934929,1
104.13227,82.22472,6.9106865,3.830889,74.66536,877.35077,903.2858,131.78146,104.87916,144.65912,923.4806,8.859617,18.828606,1
104.306915,83.68085,7.0979404,3.2178211,74.86159,919.40967,909.0855,112.1129,102.83215,144.95758,922.6941,8.877609,18.772146,2
104.16143,82.51197,6.774142,4.296142,74.66128,877.9961,927.49805,131.33508,106.362144,145.9153,925.9851,8.8179655,18.60968,1
104.08807,82.00636,7.222835,3.5098748,74.80748,919.4098,927.5293,110.225136,101.856125,144.54376,923.42596,8.624299,18.734238,2
104.60193,85.46983,6.9720206,3.4187708,74.61781,874.95325,971.80493,132.53651,103.31379,144.45819,928.2672,8.976333,18.726936,1
105.75903,81.712776,6.814784,3.958556,74.88797,882.7898,912.2788,117.89491,105.221886,146.94537,926.63525,7.8406477,18.759855,2
103.95514,82.19937,6.937305,3.5421166,74.75172,919.2118,936.5592,109.40259,104.8729,145.35065,921.6348,8.492439,18.52576,1
105.06347,85.72062,7.228238,2.5701938,74.63017,875.769,990.65533,123.454544,100.97391,145.26532,927.04456,8.607036,18.778725,2
104.06289,83.27663,6.958482,3.4086144,74.68354,878.74713,958.49567,122.96662,105.3364,144.32411,926.56445,8.889428,18.72125,1
106.93218,81.40724,6.9915156,3.7972116,74.75992,883.24274,909.21893,126.678474,103.07352,146.07118,931.2754,9.017808,18.801039,1
103.94756,80.84715,6.783969,3.4908392,74.72202,881.34625,912.6064,120.43806,106.3586,144.71298,924.44916,8.922836,18.53937,1
104.93287,88.39967,6.87608,2.887557,75.23968,879.6964,918.7933,123.396545,104.79228,146.99794,926.6644,8.4755535,18.887527,2
104.2016,81.71677,6.842063,3.7914717,74.82012,915.8056,925.2211,113.5949,107.29344,145.67014,919.7599,8.827179,18.734005,2
104.14546,80.348404,6.8351746,3.97078,74.64109,882.75085,904.3435,124.62101,103.85545,145.83322,934.8705,8.491869,18.953342,1
104.45737,81.34264,8.816805,3.2197762,74.826,898.9341,917.24164,129.50092,105.05373,144.43062,926.5342,9.0473,18.878307,2
104.17397,82.0406,6.939344,3.030662,74.66422,880.8109,923.40063,124.55903,104.69396,143.84225,933.91296,8.603251,18.839645,1
104.26968,83.76672,6.8204913,3.865069,74.66718,874.9757,948.82605,131.3043,104.39828,145.07085,926.0575,8.851265,18.60202,1
104.06923,80.233986,6.842939,3.7951326,74.89864,917.5788,912.04346,118.321365,106.8437,146.36357,920.0591,8.80734,18.66213,2
107.64679,91.40513,8.533929,3.112584,74.95904,918.1607,904.673,130.01141,101.723946,143.68222,928.899,9.136598,18.874245,1
105.800125,87.02542,6.789642,2.5718825,75.33488,907.5279,916.9476,112.53528,104.16644,147.13124,920.6622,8.124471,18.587692,2
104.58332,82.92091,7.080023,3.075133,74.887344,913.4446,909.19196,124.74023,104.007164,145.75314,945.4452,8.426266,18.942738,2
104.58143,84.67182,6.978042,3.7478158,74.6421,876.96747,917.6319,140.32445,103.41284,145.25449,926.5852,9.063947,18.748453,1
104.634415,86.03398,7.039541,2.8564496,74.6978,876.86456,980.9424,125.99414,103.222855,145.71613,925.75543,8.563339,18.833984,2
104.75697,87.26309,6.8108416,2.7005177,74.86374,878.9928,957.3464,123.936264,105.818954,146.42882,923.223,8.025147,18.78865,2
103.95496,81.28885,6.921782,3.6978774,74.70596,904.70514,928.46625,122.422,106.91006,143.55922,923.78625,8.762922,18.689238,1
104.662094,85.34918,7.481482,2.8990176,74.845345,880.1268,900.08154,120.20885,103.91909,144.84131,931.87695,8.91905,18.896507,1
104.05079,81.114784,7.019088,3.3160257,74.76607,915.1727,927.94543,118.06167,104.63259,144.94403,923.50134,8.686646,18.563229,2
104.1248,81.184235,6.831172,4.0650644,74.629875,886.49976,905.5254,124.28853,102.75679,145.95987,934.313,8.553097,18.944714,1
105.45182,86.89967,6.795542,2.9103131,75.52778,917.37756,918.45123,116.23406,103.62421,147.01474,940.9147,8.765873,18.899773,2
104.87554,86.358154,7.066205,2.704051,75.03125,878.869,982.78485,119.09855,102.37242,147.09161,923.5001,8.094578,18.780468,2
105.04706,81.86743,6.9380283,3.6716099,74.75697,918.0476,905.5155,117.41724,103.2535,145.7032,931.9734,8.955071,18.903595,1
105.45256,82.91834,7.001005,2.7297223,74.8529,877.6864,958.09314,120.06816,103.895744,146.69774,924.89526,8.199977,18.694048,2
104.68342,87.331375,6.790627,3.1076825,74.870224,919.4068,900.6553,113.50249,102.45636,145.32008,923.9468,8.960368,18.698706,2
106.85228,90.98931,7.2920575,2.7233722,74.9214,918.4771,897.5425,119.93484,102.704216,145.30222,926.68604,8.776678,18.682589,1
104.0439,80.75898,6.8815117,3.3581007,74.71688,877.81866,906.17126,126.45218,106.3414,144.54146,922.9111,8.873419,18.502436,1
104.71247,85.60931,6.7814965,2.9939985,74.9111,879.0961,909.68097,127.02228,104.02431,144.91852,941.8854,8.796595,18.930756,2
104.4314,84.20576,6.7855215,3.1577113,74.84506,901.7776,901.75574,115.69508,106.29525,145.07123,923.00244,8.7311945,18.826918,2
104.48159,81.501816,6.8502216,2.9898674,74.76151,917.8282,907.2435,114.03096,103.490715,145.27116,927.2964,8.926664,18.64224,1
106.82315,90.34994,8.366689,2.4793456,75.05561,883.2264,915.77106,110.38196,104.93293,146.4287,928.31006,8.440581,18.738476,2
104.13541,82.322754,6.857906,3.1045918,74.83289,881.48065,903.2988,124.90141,105.914764,144.83572,922.3075,8.696714,18.966045,2
105.54922,90.33561,6.6928515,2.9881153,75.01071,878.2541,904.48865,115.42235,103.139885,146.6632,927.4411,8.501392,18.906128,2
104.15042,81.398544,6.906275,3.7070045,74.63656,909.02136,910.29004,115.65544,105.78599,143.97307,934.6162,8.571381,18.569572,1
104.63456,80.81803,10.306033,3.3342352,74.671555,882.69696,914.1263,139.96138,104.96693,144.23555,932.3988,9.32037,18.855083,1
107.76416,91.50104,11.241951,3.2369757,75.00131,917.2654,924.4013,133.27664,102.614624,143.71193,930.8082,8.614794,18.92817,1
104.74666,82.131714,6.937686,3.454291,74.66566,878.496,948.5638,127.154854,104.94691,144.34402,940.48846,8.660789,18.667992,2
104.33277,81.84503,6.9410915,3.4611366,74.9008,901.87256,905.5462,112.53399,105.981606,144.8609,929.7114,8.974544,18.82479,2
107.72902,89.402756,7.108902,2.6340666,74.86715,918.9768,910.2361,132.7436,101.07341,142.7082,928.5303,8.968384,18.843094,1
105.99807,85.97205,7.223508,3.4497097,74.910774,919.4098,909.1908,128.45082,100.83037,144.0716,921.9094,9.0515785,18.870531,2
104.45242,82.21652,7.463015,2.9233859,74.789215,919.0125,909.2736,116.659706,103.58377,144.298,941.30725,8.661283,18.844406,2
104.234795,80.79824,6.872115,3.8301194,74.70095,902.73846,909.58905,114.663666,105.98172,144.60164,943.9901,8.192807,18.921583,2
107.59827,86.34315,7.0097833,2.4601035,74.91285,917.4624,902.3145,128.2815,102.56468,144.97426,927.61096,9.022342,18.688643,1
106.869965,81.361916,6.8826923,2.9650998,74.75542,881.34717,905.9755,139.70932,102.59905,143.26573,928.1715,9.175904,18.649982,1
104.17203,80.40377,8.335618,2.9224455,74.67467,880.811,901.60565,134.51491,103.68097,144.24078,929.485,9.156383,18.93345,1
104.52341,81.212,9.422211,2.9196439,74.68754,881.5229,908.5782,137.05164,104.44598,144.58418,926.9861,9.360017,18.870064,1
104.7482,80.826584,6.7713857,3.6151545,74.729614,876.7044,891.168,125.91863,102.245316,146.20168,928.8568,8.956288,18.77984,1
105.74256,82.775604,6.919042,3.119541,74.94537,919.3986,913.4714,121.63151,104.10462,146.10437,919.77454,9.083885,18.836157,2
105.08845,84.51275,7.9139147,2.516884,74.795235,885.0043,900.4295,119.932915,104.23844,145.67451,925.8336,8.926253,18.629,1
104.10759,81.93268,7.0424423,3.5689049,74.74479,919.18036,914.4824,117.51956,105.82019,144.8398,922.5001,8.847531,18.70338,2
104.153656,81.22705,6.87228,2.9767556,74.862625,879.1859,902.9711,119.845924,106.18362,145.58461,924.2551,8.642333,18.513758,1
104.1804,81.376,7.0441556,3.6106024,74.803345,919.40247,912.10394,118.28515,103.47042,144.92918,932.6824,8.704257,18.792982,2
104.68032,81.41514,7.287319,4.107631,74.929756,918.624,944.8451,118.69134,104.47943,145.41913,931.5032,8.242165,18.752518,2
104.36735,84.00429,6.902519,3.032782,74.75878,919.28143,905.23926,110.14774,104.33108,144.25587,930.0526,8.699661,18.755148,2
104.51757,85.1492,7.438151,2.9331787,74.8003,919.39764,906.2422,112.491264,101.76723,144.2336,926.1719,9.2113085,18.823086,1
104.42869,84.75228,7.9610133,2.8917842,74.75354,907.9282,900.6391,115.491486,101.74615,144.91988,928.08984,9.074935,18.864626,1
106.94941,80.80666,7.095255,3.169373,74.764114,878.4074,904.96704,131.43097,102.300186,145.35014,934.9206,9.353663,18.754013,1
104.83399,84.09898,8.594834,2.8761234,74.764626,907.1418,911.46375,113.202736,102.82584,143.90532,948.9514,8.675139,18.941212,2
107.3425,91.411385,7.6145015,3.1662314,75.0084,919.09485,900.5051,124.8447,102.60455,144.53482,927.3356,9.180883,18.850124,1
105.88726,84.66569,6.8615427,2.6360128,74.92249,880.09467,910.5915,119.80488,106.27282,145.64586,923.62866,8.557073,18.834158,1
103.9919,81.09299,6.9992075,4.0201488,74.63702,910.83014,927.28265,118.412895,105.02813,145.00851,933.3488,8.898815,18.7199,1
104.3209,82.23104,7.2785735,3.5744438,75.3498,917.8283,915.2265,121.796135,104.20804,146.5565,921.96924,8.720481,18.881508,2
104.57994,82.10739,6.794542,2.6686192,74.70966,884.82855,907.93713,122.09694,104.083786,142.93477,957.136,8.101887,18.962473,2
105.059525,87.852234,7.1012554,3.6657155,74.72053,879.76605,993.10803,134.00114,104.00088,145.08807,927.1049,8.9901495,18.766464,1
105.61239,89.495514,6.7142677,2.8848908,74.91411,905.4729,902.85876,111.063484,104.9883,145.58438,927.5011,8.925505,18.755234,2
104.70423,88.23846,6.9026704,2.97771,74.815956,918.892,897.42004,112.91034,101.89814,144.85226,924.4386,8.727827,18.609798,1
104.33079,80.6385,9.113819,3.1015165,74.703514,882.34216,902.64325,136.54709,104.07034,144.9567,925.42676,8.984211,18.875776,1
104.18329,80.79907,6.8507676,3.0364,74.67904,874.929,893.5435,136.32271,103.40013,144.76668,923.9839,9.115388,18.642254,1
104.09854,82.08705,6.954214,3.5965989,74.7189,877.5996,935.511,127.89998,104.794586,145.14815,926.081,8.513692,18.835625,2
104.103966,82.57464,6.922645,3.2024682,74.85715,918.4152,909.0081,115.69507,105.05131,145.55124,922.0472,8.772123,18.742105,2
105.69678,90.11392,7.0477715,3.151485,74.89382,919.4096,897.8813,122.50772,101.41261,144.4263,923.07324,9.079239,18.841522,2
104.03158,82.72263,6.756307,4.019944,74.761185,894.75977,940.5399,119.66804,106.9844,145.72273,923.7407,8.850106,18.598503,1
103.94245,81.16938,6.846483,4.0068274,74.762596,893.4479,926.86786,116.82254,106.98708,145.00629,923.90344,8.686231,18.891983,1
104.36824,83.00248,6.9549203,2.9879804,74.76807,879.8413,926.8021,130.60329,104.77833,145.79593,924.40924,8.421648,18.783232,2
104.47443,83.13991,6.979363,3.319982,74.65515,887.4673,946.9783,129.3143,104.04982,144.29533,929.03845,8.801176,18.66856,1
104.44526,81.603134,9.428852,2.7094426,74.75273,917.59344,909.45337,113.75867,103.22459,144.5503,928.79626,8.709797,18.75964,1
104.16945,81.21874,7.2830086,3.1334403,74.804214,882.41406,903.2094,126.037025,105.5596,145.1402,924.1887,8.762565,18.952919,2
105.32226,80.69519,6.8625317,3.2211392,74.798546,879.1681,899.30164,124.43959,104.061264,145.32933,924.9308,8.690095,18.854176,1
104.87405,80.81437,6.807599,3.4388964,74.860504,879.95685,908.04596,113.87392,106.592926,145.857,924.82416,8.679988,18.641167,2
103.85527,84.518456,7.303836,3.7257774,74.761185,919.4098,940.11053,125.46016,101.27986,143.9931,920.7825,8.411236,18.830126,1
104.10107,80.709724,6.948053,3.3582864,74.67973,881.3951,901.8403,130.14378,102.28925,144.92558,926.2656,8.8839855,18.964622,1
105.122734,81.30965,6.994078,3.5507476,74.724686,912.68,905.2887,116.66905,103.38813,145.44638,930.8198,8.954107,18.72593,1
104.192215,82.20013,8.694975,2.8121512,74.69772,918.5232,911.872,108.70807,102.331665,143.77379,937.1933,8.812976,18.791193,1
104.47394,83.20897,6.9361057,3.3404617,74.7446,881.0241,910.1979,138.92604,104.078224,145.57632,932.4659,8.789992,18.970156,2
104.157936,84.10968,6.824946,3.503961,74.78111,877.8594,942.1745,123.314896,105.233765,146.17178,924.2024,8.048123,18.902777,2
104.71777,87.34199,6.9172974,2.9978557,74.89643,917.17505,915.8472,110.667496,102.70672,146.1907,923.3898,8.513458,18.489504,2
104.0226,81.21458,6.9809937,3.1802003,74.838844,886.1358,908.4686,120.56356,104.64993,145.43254,924.5802,8.582231,18.905413,2
105.24862,81.98301,7.0088778,3.0163002,75.07641,896.6627,906.1803,118.26342,104.031395,146.73285,924.8052,8.923273,18.865152,2
104.217896,83.855545,7.0273356,3.0669398,74.885284,876.6367,955.93396,119.96098,105.079895,146.42668,922.7505,8.467744,18.735111,2
104.00535,81.30189,6.827274,3.5037718,74.79341,885.62805,908.95496,115.27639,106.902115,144.78822,923.1465,8.775681,18.631475,1
104.425415,83.22936,6.9135427,3.0863793,74.826866,883.63855,910.7512,134.09561,104.51966,145.14156,934.00977,8.770181,18.908604,2
107.576836,86.38877,7.047965,2.7558904,75.36944,919.28876,917.63,127.19231,102.58906,146.61617,922.43604,9.1589985,18.943176,2
104.61371,85.49335,6.9155464,2.8020267,74.72409,874.74744,985.63074,125.1812,104.08506,145.85701,923.7982,8.634996,18.720797,2
104.14458,83.97166,6.9352036,4.224898,74.7113,917.03674,946.0465,126.38051,105.96456,145.99446,926.5823,8.811852,18.50388,1
106.85275,88.66403,6.782512,2.8200145,74.97217,886.0601,911.3039,114.9737,104.815544,145.8007,927.7864,8.944449,18.85493,2
103.987816,82.26616,6.9000006,3.7863386,74.71049,895.42615,969.1233,115.341225,105.03904,145.3415,924.28107,8.476073,18.62612,1
104.04868,82.58059,6.9215994,3.3916557,74.78203,919.33307,911.66486,109.92169,103.68167,143.78177,926.95605,8.800964,18.78188,1
104.82187,83.13743,6.8944864,2.6546645,74.91514,877.74817,922.7699,120.49069,103.75473,144.90244,948.1108,8.873293,18.71478,2
104.41141,86.67482,7.1538944,3.7467186,74.92574,919.4098,908.97107,119.38899,101.40614,144.27426,921.7329,8.640262,18.86839,2
104.20847,81.408745,6.929556,3.451022,74.64311,878.28094,899.6717,136.51335,103.31071,144.54579,924.2788,8.9772005,18.8816,1
105.23846,84.55819,9.76054,2.6783073,74.798676,919.3617,913.2334,118.37783,101.34997,144.28885,929.4176,8.823209,18.783894,1
104.00652,80.59592,7.1938615,3.1520193,74.79964,883.5046,903.4617,132.28763,103.47312,145.62463,923.4044,8.650965,18.95685,2
104.0296,81.15363,6.954166,4.2839417,74.75714,888.7471,906.5317,127.57921,102.714874,146.76537,930.2117,7.783233,18.978916,2
104.73033,86.91684,6.8717046,2.8693433,75.13746,877.8989,918.98364,118.55674,104.001945,146.65546,921.79956,8.811906,18.652662,2
106.18382,91.14687,7.7058797,2.9903939,74.96306,919.2904,896.0586,113.00565,101.49669,145.83376,925.8689,8.862191,18.721386,2
104.335335,82.44249,6.9790316,3.4111311,74.84077,919.1835,911.96246,121.43243,104.82676,145.03781,930.8833,8.546931,18.723568,2
104.1071,81.7335,6.8944263,3.2877076,74.81026,912.7871,907.7933,118.392944,106.48733,144.48398,922.4297,8.863257,18.867514,2
104.00103,82.04426,6.9063373,3.341366,74.755,917.4868,919.0827,112.28224,105.219025,144.7755,923.92346,8.795342,18.60011,1
104.30303,83.60312,7.6145773,2.9327931,74.84608,881.56726,910.93445,125.80301,104.32541,145.4828,924.8721,8.795363,18.890776,2
104.63493,83.43032,6.9890313,3.6031706,75.23868,911.9216,914.0883,122.43261,104.38497,146.69786,926.87933,8.610766,18.825386,2
105.250084,88.441,10.058782,3.0639725,74.81971,916.9724,909.4921,116.73826,101.857635,144.26355,929.2097,8.487725,18.854797,1
104.33015,83.009346,6.985867,3.2283492,74.682106,877.2867,942.76984,132.50986,103.84801,144.13634,924.1339,8.686435,18.82325,2
104.06452,79.91406,6.9959297,4.113349,74.57943,883.4206,904.6899,124.95048,103.36175,145.53038,936.68884,8.05065,18.96862,1
104.96186,87.46944,7.0308695,2.6561048,74.72462,877.36847,990.8156,130.56723,102.162,146.79836,926.11707,8.401265,18.872568,2
104.83452,87.319855,7.0153284,2.6806731,74.722755,875.94934,953.5525,123.036995,102.956184,145.28767,938.44995,8.564609,18.772236,2
104.42247,81.92773,8.471563,2.7704625,74.794205,896.4816,903.78046,116.44772,104.49226,145.52449,926.51495,9.010754,18.526997,1
103.89696,82.70083,7.036632,3.7018733,74.76107,919.3974,958.0916,109.16016,104.09335,145.40562,923.5515,8.837051,18.602184,1
105.34904,80.81466,6.8946795,3.769354,74.73654,884.95874,904.5777,114.713585,105.15516,145.75175,929.07056,9.013904,18.640041,1
104.57415,84.07228,7.1058793,4.0004983,74.68145,890.4174,917.9077,136.44492,105.61114,145.5142,926.60535,8.994994,18.584776,1
105.36389,89.34626,8.857107,2.7948198,74.87851,904.4327,903.0686,109.05952,103.06114,144.79016,928.0947,8.759547,18.775105,1
106.2303,84.30173,6.8752923,2.6570687,75.100815,881.5445,906.3323,115.785645,106.36716,146.6535,924.1721,8.490789,18.766724,2
107.68954,91.7101,6.828648,2.180859,75.34831,885.3958,909.18164,111.16885,104.539604,147.00652,926.2008,8.238442,18.80472,2
106.82518,84.15345,6.9073515,3.095823,74.954185,883.8454,917.35895,112.8344,106.59059,146.31007,923.85876,8.13287,18.659239,1
105.93974,83.94605,7.0007734,3.3829665,74.7702,879.9357,947.25775,135.66498,103.44716,145.46426,928.5822,8.903479,18.656076,1
104.18899,80.82977,6.8549166,3.657184,74.6251,878.39417,900.5181,132.74948,103.498055,145.18456,931.6467,8.837465,18.816921,1
103.965225,81.315956,6.7953305,4.4115,74.69759,915.5796,910.6128,112.29856,106.1086,146.84053,927.32043,8.697609,18.781685,1
105.45134,88.97946,6.793079,2.8295372,75.11583,875.5238,926.16223,112.05907,107.22597,146.53642,921.745,7.91653,18.751593,2
106.70594,84.98493,6.9438276,2.73087,74.8629,917.5838,900.4983,123.51944,101.84719,145.23001,927.3019,9.008366,18.629105,1
104.32304,81.98154,7.0055513,3.4771075,74.980804,919.3576,911.02905,122.7267,104.2816,146.01994,921.91846,8.993335,18.79697,2
105.02369,89.22737,6.754273,2.9265316,75.0008,880.40356,905.34015,119.39944,103.88047,146.36151,927.4359,8.4365225,18.865614,2
103.9663,81.78625,6.9093695,3.3822358,74.75482,915.10767,913.32654,119.94812,105.13149,144.58482,923.6564,8.74599,18.576437,1
103.97359,82.87627,6.768224,4.2140574,74.75883,912.5415,924.4217,118.788925,106.69077,146.32654,924.7339,8.948769,18.508183,1
104.137825,81.67518,6.934185,2.9915352,74.76643,878.26886,916.1563,122.55043,106.2016,144.73529,921.50146,8.825103,18.690863,2
104.3692,83.773766,6.899545,4.253688,74.744064,912.7413,923.4443,132.13904,106.35136,146.40685,927.24884,8.966748,18.52078,1
105.0089,88.013916,6.741272,2.8217509,75.0092,878.5006,908.9965,116.36557,106.673996,146.27527,922.157,8.274681,18.78283,2
104.53042,83.722946,7.031167,3.3784196,74.894806,919.4098,911.2584,120.337395,103.00741,145.21848,919.7261,9.126448,18.855167,2
107.85534,88.4816,6.9813147,2.2621753,75.419685,917.14465,920.8572,119.17583,103.49447,146.8561,924.14185,9.317919,18.92415,2
104.2097,81.71944,7.059304,4.1160665,75.22031,915.8985,918.14514,109.70482,101.5001,146.77156,923.57794,8.455427,18.586906,2
104.176346,80.70178,7.5474005,3.1783044,74.71153,882.59937,903.4678,133.9238,103.58409,145.10695,922.5973,8.788666,18.908344,1
104.69732,86.29892,6.736029,3.0452764,74.87926,880.13934,907.291,119.40415,106.07745,145.40826,937.57855,8.466169,18.925472,2
104.42193,84.237045,6.934709,3.1390202,74.719536,919.15094,908.1719,114.484085,102.57523,143.85577,942.5255,8.596102,18.802542,2
104.24403,81.88293,6.9367766,3.2455702,74.70289,877.79193,900.79584,132.61108,104.5369,144.10712,922.63403,8.894104,18.750805,1
107.437416,90.616264,6.9193206,2.5919223,75.00833,881.80023,903.1045,116.2606,103.88158,145.77312,929.6922,8.847608,18.72254,1
103.96174,81.16236,6.7608166,4.0453625,74.75197,878.8998,919.0971,120.4207,107.175186,144.95604,923.6207,8.711204,18.828384,1
104.46851,82.336365,6.963339,3.4358995,75.03084,876.0357,924.2352,120.46741,104.28463,145.51741,927.9286,8.430636,18.687038,2
105.51315,90.00666,6.873041,2.688288,75.308975,877.38666,923.4488,113.70487,104.154945,147.12422,925.41284,7.962341,18.731834,2
